season,event,champion,games_contests,pick_ban_ratio,banned_games,played_games,played_by_number_of_players,win,lose,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
3,Main,Annie,12,19,7,5,4,3,2,60,1.6,5.6,9,1.89,25.2,0.75,7.4,220,,,,,
3,Main,Leona,11,17.5,1,10,4,7,3,70,1.1,3.2,10.5,3.63,29.1,0.88,7.3,221,,,,,
3,Main,Twisted Fate,11,17.5,5,6,4,2,4,33.3,2,3.17,4.83,2.16,271.67,8.02,12.9,381,,,,,
3,Main,Evelynn,11,17.5,7,4,2,3,1,75,5.75,3.25,10.5,5,136.25,3.9,10.6,302,,,,,
3,Main,Rumble,10,15.9,2,8,5,2,6,25,2.5,5,8.63,2.23,193.25,5.27,9.8,268,,,,,
3,Main,Lissandra,10,15.9,4,6,5,3,3,50,2.83,3,5.17,2.67,231.67,8.1,9.9,346,,,,,
3,Main,Kog'Maw,8,12.7,1,7,3,5,2,71.4,4,1.43,5.71,6.8,248.57,7.69,11.8,364,,,,,
3,Main,Fiddlesticks,8,12.7,2,6,5,4,2,66.7,1.33,4,11.5,3.21,24.17,0.82,7.2,245,,,,,
3,Main,Twitch,8,12.7,5,3,2,1,2,33.3,5,3,6,3.67,254,7.43,12.6,368,,,,,
3,Main,Ashe,7,11.1,1,6,3,3,3,50,3.67,2.83,8,4.12,195.5,6.42,10.7,351,,,,,
3,Main,Nocturne,7,11.1,2,5,3,1,4,20,1.8,3,4.4,2.07,150.4,4.88,8.5,277,,,,,
3,Main,Vladimir,6,9.5,,6,5,2,4,33.3,2,4.5,3.17,1.15,224.83,7.38,9.8,323,,,,,
3,Main,Singed,6,9.5,1,5,3,3,2,60,1.6,2,7.2,4.4,234.8,7.14,10.8,329,,,,,
3,Main,Lulu,5,7.9,,5,4,1,4,20,0,3.6,3.4,0.94,15.8,0.53,5.2,173,,,,,
3,Main,Ryze,5,7.9,,5,2,1,4,20,3.4,4.4,3.8,1.64,218.8,7.33,9.7,324,,,,,
3,Main,Karthus,5,7.9,2,3,3,1,2,33.3,5.33,5,5.33,2.13,276.67,7.92,12.4,355,,,,,
3,Main,Nasus,4,6.3,,4,3,2,2,50,1.5,3.5,5.5,2,183.75,6.15,9.1,305,,,,,
3,Main,Nidalee,3,4.8,,3,3,2,1,66.7,2.33,1.67,2.67,3,250.67,7.41,11.7,345,,,,,
3,Main,Diana,3,4.8,,3,3,1,2,33.3,3.33,3.33,4.67,2.4,249,7.85,10.9,345,,,,,
3,Main,Nunu,3,4.8,,3,2,1,2,33.3,1.67,3.67,9.67,3.09,85.33,2.27,9.6,256,,,,,
3,Main,Tristana,3,4.8,,3,3,1,2,33.3,3.33,2.33,2.67,2.57,264.33,7.6,11.7,337,,,,,
3,Main,Malphite,3,4.8,,3,3,0,3,0,1.67,2.67,3.67,2,177,5.91,7.8,260,,,,,
3,Main,Yorick,3,4.8,1,2,2,1,1,50,1,2,4.5,2.75,190.5,5.58,9.9,290,,,,,
3,Main,Riven,2,3.2,,2,1,2,0,100,3.5,3,7,3.5,241,7.57,11.9,374,,,,,
3,Main,Nami,2,3.2,,2,1,1,1,50,0,2,10.5,5.25,27.5,0.75,7,191,,,,,
3,Main,Syndra,2,3.2,,2,1,1,1,50,9,3.5,7.5,4.71,271,9.12,13,438,,,,,
3,Main,Shyvana,2,3.2,,2,2,0,2,0,0.5,4.5,1.5,0.44,225.5,6.87,9.2,280,,,,,
3,Main,Blitzcrank,1,1.6,,1,1,1,0,100,4,2,12,8,14,0.47,8.7,290,,,,,
3,Main,Cassiopeia,1,1.6,,1,1,1,0,100,6,0,3,9,319,8.65,15.7,426,,,,,
3,Main,Jayce,1,1.6,,1,1,1,0,100,6,2,11,8.5,237,8.2,13.3,460,,,,,
3,Main,Kayle,1,1.6,,1,1,1,0,100,7,10,13,2,307,6.15,18.4,369,,,,,
3,Main,Sivir,1,1.6,,1,1,1,0,100,7,2,19,13,172,5.73,12.4,413,,,,,
3,Main,Tryndamere,1,1.6,,1,1,1,0,100,5,2,5,5,264,7.67,14,407,,,,,
3,Main,Veigar,1,1.6,,1,1,1,0,100,1,1,4,5,25,0.68,8.8,239,,,,,
3,Main,Volibear,1,1.6,,1,1,1,0,100,8,3,14,7.33,96,2.67,11.7,326,,,,,
3,Main,Dr. Mundo,1,1.6,,1,1,0,1,0,1,7,1,0.29,99,4.14,5.3,221,,,,,
3,Main,Hecarim,1,1.6,,1,1,0,1,0,8,2,7,7.5,173,5.03,11.3,328,,,,,
3,Main,Karma,1,1.6,,1,1,0,1,0,3,7,3,0.86,85,3.55,6.2,259,,,,,
3,Main,Miss Fortune,1,1.6,,1,1,0,1,0,1,3,2,1,214,6.58,9.2,283,,,,,
3,Main,Soraka,1,1.6,,1,1,0,1,0,0,8,8,1,120,4,6.4,213,,,,,
3,Main,Swain,1,1.6,,1,1,0,1,0,2,5,4,1.2,263,7.55,10.7,307,,,,,
3,Main,Teemo,1,1.6,,1,1,0,1,0,3,6,8,1.83,164,4.77,9.3,270,,,,,
3,Main,Xin Zhao,1,1.6,,1,1,0,1,0,1,6,1,0.33,94,2.89,7,215,,,,,
3,Main,Zilean,1,1.6,,1,1,0,1,0,5,7,4,1.29,96,3.2,8.2,273,,,,,
3,Main,Ziggs,1,1.6,1,0,,0,0,,,,,,,,,,,,,,
4,Main,Alistar,78,100,73,5,5,4,1,80,2,2.6,8.2,3.92,163.8,5.31,10.1,327,,,72.9,14.3,19.4
4,Main,Zilean,75,96.2,62,13,11,6,7,46.2,2.23,2.62,7.08,3.56,150.08,4.21,10.8,302,,,68.8,16.5,18.7
4,Main,Lee Sin,72,92.3,29,43,16,24,19,55.8,2.91,2.74,7.21,3.69,102.6,2.84,10.4,287,,,65.9,18.9,17.5
4,Main,Maokai,72,92.3,45,27,12,17,10,63,2.7,3.11,9.59,3.95,221.52,6.16,12.3,342,,,67.9,14.9,19.9
4,Main,Ryze,68,87.2,31,37,14,22,15,59.5,3.49,3.16,5.54,2.85,232.95,6.65,12.3,351,,,61.6,23.8,21
4,Main,Kha'Zix,66,84.6,8,58,18,25,33,43.1,2.98,2.57,4.79,3.03,137.84,3.8,10.8,299,,,61.1,23.4,18.8
4,Main,Thresh,63,80.8,19,44,15,24,20,54.5,0.8,3.34,9.84,3.18,31.27,0.88,8.4,237,,,68.1,5.1,14.3
4,Main,Lucian,61,78.2,17,44,15,23,21,52.3,4.77,2.36,4.93,4.11,325.05,8.68,15.1,404,,,69,33.9,24.6
4,Main,Janna,53,67.9,8,45,14,28,17,62.2,0.33,2.11,11.13,5.43,19.87,0.55,9.2,255,,,73.5,2.1,15.3
4,Main,Rumble,40,51.3,15,25,11,13,12,52,2.72,3.76,7.88,2.82,211,5.34,12.3,310,,,63.7,16.3,19.2
4,Main,Tristana,39,50,7,32,15,12,20,37.5,3.94,2.19,3.41,3.36,299.78,8.73,13.3,388,,,68.3,36.6,25.1
4,Main,Zed,38,48.7,19,19,9,9,10,47.4,4.53,3.58,4.32,2.47,306.79,7.88,14.4,369,,,63.2,32.3,23.2
4,Main,Twitch,35,44.9,11,24,9,17,7,70.8,5.96,2.42,7.58,5.6,225.63,6.6,13.1,383,,,63.6,28,21.6
4,Main,Rengar,33,42.3,19,14,6,12,2,85.7,4.36,2.43,9.57,5.74,117.07,3.42,11.6,338,,,65,20.3,18.3
4,Main,Orianna,32,41,5,27,12,14,13,51.9,3.22,2.7,5.7,3.3,300.63,8.41,13.2,368,,,73.5,26.5,23.2
4,Main,Yasuo,30,38.5,15,15,8,10,5,66.7,4.07,2.27,6,4.44,285.73,8.89,13,405,,,59.7,24.1,23.4
4,Main,Nami,29,37.2,3,26,12,10,16,38.5,0.88,3.27,8.15,2.76,18.58,0.48,9.2,239,,,73.7,7.2,15.2
4,Main,Syndra,25,32.1,11,14,9,5,9,35.7,4.21,3.64,5.07,2.55,337.21,8.13,15.1,365,,,64.4,29.2,23.5
4,Main,Nidalee,25,32.1,17,8,6,1,7,12.5,2.25,5.25,2.75,0.95,231.38,6.21,11.5,309,,,48.2,21.7,20.7
4,Main,Fizz,24,30.8,11,13,7,5,8,38.5,5,3.08,4.31,3.03,247.08,7.46,12.1,365,,,62.7,33.7,23
4,Main,Corki,22,28.2,,22,7,12,10,54.5,4.14,2.36,5.32,4,275.45,7.82,13.3,379,,,63,27.6,22.8
4,Main,Irelia,21,26.9,6,15,7,10,5,66.7,3,1.4,6.2,6.57,238.27,6.77,12.3,351,,,63.6,20.7,20.9
4,Main,Jayce,20,25.6,8,12,6,7,5,58.3,3.83,2.5,6.67,4.2,244.08,7.26,12.6,375,,,66,24.1,21.9
4,Main,Jarvan IV,18,23.1,1,17,10,6,11,35.3,1.71,3.59,8.94,2.97,112.76,3.15,10.1,282,,,79.7,12.8,17.9
4,Main,Kog'Maw,17,21.8,1,16,9,7,9,43.8,3.63,2.5,5.25,3.55,294.69,7.21,14.6,357,,,71.4,29.1,22.9
4,Main,Lulu,17,21.8,2,15,10,5,10,33.3,1.27,2.6,4,2.03,243.07,6.72,11.4,316,,,64.2,15.4,20.9
4,Main,Elise,16,20.5,1,15,9,5,10,33.3,1.47,3.33,4.07,1.66,114.8,2.96,10.1,260,,,52.2,13.8,16.9
4,Main,Kayle,15,19.2,2,13,10,5,8,38.5,1.62,3.08,6.62,2.68,221.54,6.19,11.3,316,,,68.2,13.4,20.6
4,Main,Twisted Fate,14,17.9,6,8,4,3,5,37.5,4.88,3.38,6.63,3.41,296.25,8.7,14.9,439,,,68.1,28.9,25.9
4,Main,Ahri,13,16.7,1,12,8,5,7,41.7,3.58,2.58,4.58,3.16,300.25,7.72,14,361,,,69,30.3,23
4,Main,Braum,12,15.4,,12,9,6,6,50,0.08,3.75,9.42,2.53,36.75,1.14,7.8,242,,,69.1,0.6,14.8
4,Main,Morgana,12,15.4,,12,6,6,6,50,0.5,3.17,8.75,2.92,24.83,0.63,10.2,261,,,67.3,3.6,15.9
4,Main,Dr. Mundo,10,12.8,,10,5,1,9,10,1.7,3.1,3.2,1.58,230.8,6.32,11,302,,,53.3,18.5,20.6
4,Main,Kassadin,10,12.8,2,8,6,5,3,62.5,4.38,2.5,6.75,4.45,246.88,6.96,13,367,,,63.6,25,21.6
4,Main,Jinx,10,12.8,3,7,3,2,5,28.6,1.71,4.29,5,1.57,227.43,6.72,10.8,318,,,61,15.6,22.2
4,Main,Talon,7,9,,7,4,3,4,42.9,2.86,5.29,5,1.49,258.57,7.69,12.2,363,,,53.4,19.4,22.2
4,Main,Xerath,6,7.7,,6,6,2,4,33.3,1.5,1.67,2.5,2.4,332.83,8.96,13,350,,,64.9,24.3,23.8
4,Main,Aatrox,6,7.7,6,0,,0,0,,,,,,,,,,,,,,
4,Main,Vayne,4,5.1,,4,3,3,1,75,5.25,0.75,4.75,13.33,293,8.67,13.8,408,,,63.5,33.3,23.8
4,Main,Leona,3,3.8,,3,2,1,2,33.3,1.67,3.33,5.33,2.1,40.67,1.05,7.7,200,,,45.7,10.9,13.6
4,Main,Pantheon,3,3.8,,3,2,1,2,33.3,5,5,3.67,1.73,85,3.05,8.3,299,,,60.5,34.9,19.1
4,Main,Blitzcrank,3,3.8,,3,1,0,3,0,1.33,6.33,7,1.32,23.33,0.8,6.3,216,,,71.4,11.4,15.7
4,Main,Sona,3,3.8,,3,2,0,3,0,0.33,4,4.33,1.17,12,0.4,6.2,207,,,73.7,5.3,14.3
4,Main,Rammus,3,3.8,1,2,2,2,0,100,2,3,11.5,4.5,97.5,2.62,10.7,286,,,71.1,10.5,16.2
4,Main,Evelynn,2,2.6,,2,2,2,0,100,3,1,12,15,113.5,2.97,12.8,334,,,63.8,12.8,18.8
4,Main,Caitlyn,2,2.6,,2,1,1,1,50,5.5,2,4,4.75,487.5,9.43,21.4,414,,,63.3,36.7,25.1
4,Main,Graves,2,2.6,,2,2,1,1,50,3.5,2.5,6,3.8,252.5,7.62,12,362,,,51.4,18.9,22.3
4,Main,Singed,2,2.6,,2,1,1,1,50,3.5,2.5,13,6.6,277.5,8.23,13.3,395,,,70.2,14.9,22
4,Main,Ziggs,2,2.6,,2,2,1,1,50,2,1.5,5,4.67,354.5,8.43,14.7,348,,,50,14.3,22.6
4,Main,Ezreal,2,2.6,,2,2,0,2,0,3,1,2,5,226.5,6.37,10.8,305,,,47.6,28.6,22.1
4,Main,Akali,1,1.3,,1,1,1,0,100,9,0,8,17,188,6.52,12.8,444,,,70.8,37.5,21.6
4,Main,Fiddlesticks,1,1.3,,1,1,1,0,100,5,4,10,3.75,112,2.6,12.3,286,,,75,25,17.9
4,Main,Katarina,1,1.3,,1,1,1,0,100,12,2,16,14,195,6.65,14.7,501,,,71.8,30.8,21.9
4,Main,Lissandra,1,1.3,,1,1,1,0,100,4,2,11,7.5,363,9.66,16.6,442,,,57.7,15.4,22.4
4,Main,Riven,1,1.3,,1,1,1,0,100,0,2,4,2,345,7.62,16.3,360,,,36.4,0,21.3
4,Main,Swain,1,1.3,,1,1,1,0,100,1,8,9,1.25,211,4.17,13.6,269,,,47.6,4.8,16.1
4,Main,Galio,1,1.3,,1,1,0,1,0,0,7,3,0.43,165,5.07,7.9,243,,,27.3,0,17
4,Main,Nunu,1,1.3,,1,1,0,1,0,0,5,2,0.4,93,2.8,7.4,223,,,100,0,16.7
4,Main,Varus,1,1.3,,1,1,0,1,0,3,3,0,1,221,7.67,9.1,316,,,100,100,26.9
4,Main,Vi,1,1.3,,1,1,0,1,0,0,7,1,0.14,112,3.23,7.5,216,,,50,0,16.9
4,Main,Gragas,1,1.3,1,0,,0,0,,,,,,,,,,,,,,
5,Main,Gangplank,73,100,69,4,4,4,0,100,3.5,1.25,6.25,7.8,225.25,7.77,12.6,434,,,66.1,23.7,23.4
5,Main,Mordekaiser,72,98.6,68,4,4,4,0,100,6.5,1,11.25,17.75,246.25,7.37,14,420,,,84.5,31,22.6
5,Main,Elise,71,97.3,32,39,14,26,13,66.7,2.46,2.36,6.41,3.76,107.56,3,10.8,301,,,62.1,17.2,17.9
5,Main,Lulu,69,94.5,43,26,16,13,13,50,1.96,1.96,7.15,4.65,270.85,7.5,12.4,344,,,74.3,16,21.5
5,Main,Rek'Sai,56,76.7,19,37,10,15,22,40.5,1.35,2.54,7.54,3.5,122.62,3.35,11,300,,,72.6,11,18.4
5,Main,Kalista,54,74,25,29,13,14,15,48.3,4.34,2.24,4.9,4.12,295.76,8.39,13.5,383,,,74.7,35.1,23.7
5,Main,Darius,53,72.6,15,38,16,19,19,50,3.61,3.34,3.76,2.2,235.82,6.83,11.8,341,,,56.9,27.8,20.8
5,Main,Azir,42,57.5,28,14,8,10,4,71.4,3.5,2.64,6.43,3.76,316.43,8.92,14,394,,,71.6,25.3,22.9
5,Main,Thresh,35,47.9,6,29,14,13,16,44.8,0.76,3.03,8.24,2.97,33.48,0.95,7.7,219,,,70,5.9,13.4
5,Main,Tahm Kench,34,46.6,20,14,7,10,4,71.4,0.79,2.43,9.79,4.35,40.07,1.09,8.6,232,,,63.8,4.7,13.7
5,Main,Alistar,33,45.2,3,30,11,15,15,50,0.3,2.73,9.67,3.65,40.43,1.12,8.2,227,,,80.2,2.4,13.9
5,Main,Jinx,33,45.2,4,29,13,15,14,51.7,5.07,2.34,5.21,4.38,332.79,8.83,15.3,407,,,73,36,24.8
5,Main,Gragas,33,45.2,4,29,12,13,16,44.8,1.28,3.03,6.97,2.72,109.76,3.02,10.1,278,,,64.9,10.1,17.1
5,Main,Lee Sin,28,38.4,10,18,7,9,9,50,2.5,2.78,8,3.78,91.67,2.77,9.7,292,,,75.3,17.9,17.8
5,Main,Twisted Fate,28,38.4,16,12,8,7,5,58.3,3.83,2.58,6.92,4.16,275,8.37,13.8,420,,,75.9,27.1,24.9
5,Main,Tristana,27,37,,27,11,11,16,40.7,3.3,2.15,4.19,3.48,297.7,8.48,13.5,384,,,71.1,31.3,24.3
5,Main,Braum,24,32.9,3,21,14,8,13,38.1,0.48,2.9,8.1,2.95,40.14,1.18,7.6,223,,,78.6,4.4,13.9
5,Main,Fiora,23,31.5,4,19,6,11,8,57.9,3.63,2.95,4.05,2.61,294.37,8.15,13.7,380,,,61.3,29,22.9
5,Main,Gnar,21,28.8,2,19,12,8,11,42.1,2.63,3.26,6.63,2.84,237.58,6.58,12,333,,,65.7,18.7,20.4
5,Main,Kennen,21,28.8,5,16,10,8,8,50,2.75,3.69,6.69,2.56,197.81,5.11,12.3,318,,,57.2,16.7,18.7
5,Main,Morgana,20,27.4,2,18,8,8,10,44.4,0.33,2.72,8.61,3.29,36.33,0.99,8.8,239,,,72.5,2.7,14.7
5,Main,Sivir,19,26,,19,8,9,10,47.4,3.37,2.37,6.47,4.16,324.63,9.05,14.6,408,,,77.9,26.7,24.5
5,Main,Viktor,18,24.7,1,17,8,8,9,47.1,3.76,1.82,4.12,4.32,330.71,9.33,13.9,392,,,62,29.6,23.9
5,Main,Veigar,18,24.7,10,8,5,3,5,37.5,3.88,3,5.38,3.08,297.5,8.17,13.4,367,,,78.7,33,23.1
5,Main,LeBlanc,17,23.3,6,11,6,6,5,54.5,5.09,1.45,4.91,6.88,314.91,8.16,14.5,375,,,65.5,33.3,22.5
5,Main,Shen,15,20.5,3,12,5,10,2,83.3,0.92,2.75,11.08,4.36,69.92,1.87,9.6,258,,,69.6,5.3,14.5
5,Main,Malphite,14,19.2,4,10,7,3,7,30,1.8,1.8,5.2,3.89,247.5,6.29,12.1,307,,,57.9,14.9,19.6
5,Main,Ashe,13,17.8,4,9,3,5,4,55.6,3,1.56,6.44,6.07,293.11,8.6,13.3,390,,,65.4,20.8,23.1
5,Main,Orianna,12,16.4,,12,6,3,9,25,2.58,3.08,4.5,2.3,362.25,9.32,14.8,381,,,69.7,25.4,24.1
5,Main,Olaf,12,16.4,2,10,7,4,6,40,4.3,2.6,4.6,3.42,236.7,6.67,12,339,,,65.9,31.9,21
5,Main,Yasuo,12,16.4,6,6,6,2,4,33.3,3.33,4,6.5,2.46,302.17,8.49,13.3,374,,,79.7,27,23.8
5,Main,Riven,10,13.7,,10,5,5,5,50,3.4,3.6,4.1,2.08,286.8,8.2,13.3,380,,,59.5,27,22.5
5,Main,Annie,10,13.7,1,9,7,4,5,44.4,1.22,3,8,3.07,18.89,0.53,8.3,231,,,75.5,10,14.4
5,Main,Renekton,10,13.7,4,6,3,4,2,66.7,3.67,1.83,4.17,4.27,309.67,8.85,13.9,397,,,55.3,25.9,22.6
5,Main,Ekko,9,12.3,,9,9,3,6,33.3,3.11,3.44,6.89,2.9,282.89,7.61,13.4,360,,,68.2,21.2,21.9
5,Main,Fizz,9,12.3,5,4,1,2,2,50,4,2,3.75,3.88,263.5,7.37,12.4,347,,,59.6,30.8,21.5
5,Main,Kog'Maw,8,11,1,7,4,3,4,42.9,6,2.57,5.43,4.44,362,8.56,16.7,395,,,81.6,42.9,24.2
5,Main,Ryze,8,11,2,6,2,5,1,83.3,4.83,1.33,5.17,7.5,244.33,8.44,11.8,406,,,65.2,31.5,22.2
5,Main,Kassadin,7,9.6,,7,3,5,2,71.4,5.29,1.86,8,7.15,292.29,7.48,14.5,372,,,74.4,29.6,22
5,Main,Vayne,7,9.6,1,6,5,2,4,33.3,4.33,2.83,3.83,2.88,239.5,7.47,11.8,367,,,60.5,32.1,23.2
5,Main,Anivia,6,8.2,,6,2,4,2,66.7,1.5,2.67,4,2.06,368.67,9.29,14.8,373,,,55,15,23.2
5,Main,Rumble,6,8.2,1,5,1,4,1,80,5.8,3,5.8,3.87,272.2,7.88,13.6,394,,,59.8,29.9,22.2
5,Main,Diana,6,8.2,2,4,3,2,2,50,3.75,3.75,5.75,2.53,316,8.47,14.4,387,,,58.5,23.1,22.7
5,Main,Nidalee,6,8.2,3,3,3,3,0,100,4,2,9.33,6.67,169.33,4.31,14.8,377,,,63.5,19,20.2
5,Main,Varus,6,8.2,4,2,2,1,1,50,2,5,6,1.6,281,8.14,12.4,361,,,84.2,21.1,22
5,Main,Jarvan IV,5,6.8,,5,3,4,1,80,2.2,3.4,10.2,3.65,132.8,3.46,11.9,310,,,74.7,13.3,17.6
5,Main,Caitlyn,5,6.8,,5,3,3,2,60,2.4,1.6,3.6,3.75,332.8,8.71,14.7,386,,,57.7,23.1,23.7
5,Main,Hecarim,5,6.8,,5,4,2,3,40,3.4,2.4,6.4,4.08,246.8,7.25,12.4,365,,,81.7,28.3,22.1
5,Main,Lissandra,4,5.5,,4,4,2,2,50,2.75,3.75,9.75,3.33,272.25,8.14,12.6,375,,,73.5,16.2,22
5,Main,Evelynn,4,5.5,,4,3,1,3,25,1.25,4,5,1.56,103,2.69,10,261,,,62.5,12.5,17.1
5,Main,Janna,3,4.1,,3,3,2,1,66.7,0,2,13.33,6.67,17.33,0.43,9.6,237,,,81.6,0,14.1
5,Main,Ahri,3,4.1,,3,3,1,2,33.3,3,1,8,11,357,9.08,15.3,389,,,86.8,23.7,23.7
5,Main,Skarner,3,4.1,,3,3,1,2,33.3,0.67,1.67,4.67,3.2,96.67,3.02,8.9,279,,,69.6,8.7,17.2
5,Main,Maokai,3,4.1,,3,2,0,3,0,0.67,3.33,2.33,0.9,157.33,5.22,7.7,257,,,69.2,15.4,18.5
5,Main,Zac,2,2.7,,2,1,2,0,100,0,2,15.5,7.75,95.5,2.16,11.7,263,,,64.6,0,15.1
5,Main,Bard,2,2.7,,2,2,0,2,0,1.5,5,7,1.7,30.5,0.86,8,224,,,60.7,10.7,14.4
5,Main,Irelia,2,2.7,,2,2,0,2,0,2.5,4.5,1.5,0.89,228,6.65,10.3,299,,,61.5,38.5,22.1
5,Main,Rengar,2,2.7,,2,2,0,2,0,2,3,4,2,95.5,3.15,8.7,285,,,70.6,23.5,18.9
5,Main,Zed,2,2.7,,2,2,0,2,0,3.5,3,3.5,2.33,250,7.17,12.2,348,,,58.3,29.2,22.9
5,Main,Draven,1,1.4,,1,1,1,0,100,5,1,7,12,241,7.17,14.6,435,,,57.1,23.8,23
5,Main,Graves,1,1.4,,1,1,1,0,100,9,2,6,7.5,356,8.97,17.3,436,,,68.2,40.9,23.8
5,Main,Karthus,1,1.4,,1,1,1,0,100,4,3,10,4.67,274,9.17,12.8,428,,,73.7,21.1,23
5,Main,Leona,1,1.4,,1,1,1,0,100,0,3,7,2.33,60,2.42,7,283,,,43.8,0,14.6
5,Main,Lucian,1,1.4,,1,1,1,0,100,7,4,11,4.5,295,8.03,15.3,417,,,81.8,31.8,22.3
5,Main,Vladimir,1,1.4,,1,1,1,0,100,0,3,8,2.67,318,7.31,14.9,343,,,50,0,19.9
5,Main,Blitzcrank,1,1.4,,1,1,0,1,0,1,5,2,0.6,16,0.55,5.8,198,,,75,25,14.5
5,Main,Brand,1,1.4,,1,1,0,1,0,1,6,10,1.83,29,0.83,8.6,246,,,78.6,7.1,15.2
5,Main,Cassiopeia,1,1.4,,1,1,0,1,0,1,1,4,5,341,8.61,13.2,333,,,50,10,21.9
5,Main,Jayce,1,1.4,,1,1,0,1,0,1,2,7,4,359,9.33,14.7,382,,,50,6.3,22.4
5,Main,Nautilus,1,1.4,,1,1,0,1,0,0,6,9,1.5,72,1.66,9.4,217,,,50,0,12.7
5,Main,Nunu,1,1.4,,1,1,0,1,0,1,5,11,2.4,92,2.63,10,286,,,85.7,7.1,17.7
5,Main,Syndra,1,1.4,,1,1,0,1,0,2,1,3,5,510,9.2,19.8,357,,,83.3,33.3,25.1
5,Main,Twitch,1,1.4,,1,1,0,1,0,4,4,2,1.5,213,6.43,10.4,314,,,50,33.3,20.8
5,Main,Vi,1,1.4,,1,1,0,1,0,0,6,1,0.17,128,2.94,10.6,244,,,10,0,16
6,Main,Nidalee,77,100,66,11,10,8,3,72.7,2.55,2.82,5.45,2.84,195.82,4.92,15.1,380,,,62,19.7,20.4
6,Main,Syndra,75,97.4,59,16,10,10,6,62.5,4.81,2.5,4.38,3.68,338.31,9.09,15.5,418,,,62.6,32.8,22.7
6,Main,Olaf,59,76.6,23,36,14,18,18,50,2.5,2.28,5.69,3.6,160.17,4.16,13.1,341,,,65.8,20.1,19.1
6,Main,Karma,58,75.3,16,42,16,19,23,45.2,0.57,2.52,6.88,2.95,62.07,1.62,10.3,267,,,68.2,5.2,15.2
6,Main,Jhin,51,66.2,12,39,13,24,15,61.5,3.87,1.9,5.95,5.18,324.64,8.25,15.7,398,,,66.7,26.3,21.7
6,Main,Elise,50,64.9,21,29,15,10,19,34.5,2.21,2.59,4.93,2.76,149.14,3.97,12.6,336,,,65.5,20.3,19.5
6,Main,Caitlyn,49,63.6,15,34,11,16,18,47.1,2.74,2.18,4.21,3.19,364.35,9.46,15.9,412,,,61.5,24.2,23.3
6,Main,Jayce,47,61,21,26,15,15,11,57.7,2.73,2.85,5.31,2.82,306.65,8.52,14.4,399,,,62.2,21.1,22
6,Main,Ryze,46,59.7,27,19,11,10,9,52.6,3.74,1.79,4.47,4.59,322.74,9.06,14.7,412,,,63.9,29.1,22.9
6,Main,Lee Sin,45,58.4,8,37,13,21,16,56.8,2.7,2.38,6.3,3.78,152.84,3.83,13.6,341,,,65.8,19.8,18.8
6,Main,Rumble,41,53.2,9,32,13,16,16,50,2.38,3.41,4.81,2.11,296.31,7.89,13.9,371,,,57.2,18.9,21
6,Main,Ezreal,39,50.6,7,32,12,11,21,34.4,3.81,2.22,3.66,3.37,330.75,8.6,15.2,394,,,67.7,34.6,22.9
6,Main,Poppy,38,49.4,9,29,11,14,15,48.3,1.66,2.1,4.66,3,309.31,7.45,14.7,354,,,56.3,14.8,20.2
6,Main,Kennen,37,48.1,14,23,12,12,11,52.2,2.78,3.39,4.65,2.19,296.57,7.64,14.4,370,,,56.4,21.1,20.6
6,Main,Rek'Sai,34,44.2,16,18,12,8,10,44.4,1.44,2.5,7.06,3.4,168.44,4.49,13.1,350,,,66.2,11.3,19.6
6,Main,Aurelion Sol,32,41.6,20,12,10,8,4,66.7,4.92,2.5,6.67,4.63,286.08,7.58,14.6,387,,,76.8,32.6,21.3
6,Main,Sivir,31,40.3,11,20,11,10,10,50,2.3,1.65,5.85,4.94,354.95,9.91,15.1,421,,,64.2,18.1,23.5
6,Main,Gnar,30,39,12,18,12,7,11,38.9,2.06,2.61,4.06,2.34,290.61,7.82,13.6,367,,,47.8,16.1,20.8
6,Main,Viktor,29,37.7,6,23,8,13,10,56.5,3.7,2.39,3.61,3.05,366.7,9.29,16.4,416,,,59.2,29.9,22.8
6,Main,Alistar,28,36.4,5,23,16,15,8,65.2,0.61,2.61,8.48,3.48,38,1,9.8,258,,,71.3,4.8,14.2
6,Main,Cassiopeia,28,36.4,6,22,10,8,14,36.4,3.05,2.73,3.82,2.52,301.27,8.36,13.7,380,,,62.1,27.6,21.8
6,Main,Zyra,27,35.1,5,22,5,14,8,63.6,1.45,2.77,6.73,2.95,34.23,0.89,11,287,,,56.3,10,15.4
6,Main,Vladimir,27,35.1,12,15,9,7,8,46.7,3.33,1.8,4.67,4.44,306.53,7.98,14.1,368,,,64.9,27,21.2
6,Main,Nami,26,33.8,2,24,12,10,14,41.7,0.71,2.42,10.33,4.57,22.63,0.56,10.4,257,,,81,5.2,14.4
6,Main,Tahm Kench,23,29.9,12,11,7,6,5,54.5,1.45,2.73,7.09,3.13,50.55,1.28,10.6,269,,,60.3,10.3,14.9
6,Main,Bard,17,22.1,5,12,5,3,9,25,1,3.92,5.92,1.77,23.08,0.66,8.8,251,,,64.3,9.3,15.1
6,Main,Braum,16,20.8,,16,12,6,10,37.5,0.63,2.38,5.94,2.76,43.75,1.19,9.1,249,,,61.4,5.8,14.3
6,Main,Ashe,15,19.5,4,11,5,7,4,63.6,3,2.36,5.55,3.62,385.55,9.33,17.5,424,,,64.8,22.8,22.8
